Identifiant,Nom spectacle,Nom spectacle + [identifiant],URL,Lien image,Heure début,Heure fin,Durée,Lieu,Salle,Type Public,Jour relâche,Type,04/07/2025,05/07/2025,06/07/2025,07/07/2025,08/07/2025,09/07/2025,10/07/2025,11/07/2025,12/07/2025,13/07/2025,14/07/2025,15/07/2025,16/07/2025,17/07/2025,18/07/2025,19/07/2025,20/07/2025,21/07/2025,22/07/2025,23/07/2025,24/07/2025,25/07/2025,26/07/2025,Compagnie_website,Compagnie_instagram,Compagnie_facebook,Tarif_plein,Tarif_abonne,Tarif_enfant,Tarif_reduit,Entree_libre
7442,Tel un phénix !,Tel un phénix ! [7442],http://www.festivaloffavignon.com/spectacles/7442-tel-un-phnix,https://www.festivaloffavignon.com/data/spectacles/7442-MyL2GlwASs0Jyxgr5otS-catalogue.png,15:25:00,16:30:00,1:05:00,SALLE BAYAF,Salle Bayaf,Tout public à partir de 8 ans,Mercredi,Humour,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,,https://www.instagram.com/amaiashow,,19€,13€,12€,13€,
6238,Les Prisonniers du Château d'If,Les Prisonniers du Château d'If [6238],http://www.festivaloffavignon.com/spectacles/6238-les-prisonniers-du-chteau-d-if,https://www.festivaloffavignon.com/data/spectacles/6238-2vhAWevzdfSpAjWKj67l-catalogue.png,13:15:00,14:35:00,1:20:00,ROUGE GORGE,Salle 1,Tout public à partir de 10 ans,Mardi,Théâtre classique,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,https://www.esprods.fr,https://www.instagram.com/ensceneproductions/,https://www.facebook.com/EnSceneProductions?locale=fr_FR,22€,15€,12€,15€,
6853,Heavy is the Crown,Heavy is the Crown [6853],http://www.festivaloffavignon.com/spectacles/6853-heavy-is-the-crown,https://www.festivaloffavignon.com/data/spectacles/6853-HHo3PRjH5ggSP7Wihlat-catalogue.jpg,13:30:00,14:30:00,1:00:00,GARAGE INTERNATIONAL (THE),Benezet,Tout public,,Cabaret,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,http://www.thegarageinternational.com,https://www.instagram.com/chimano,https://www.facebook.com/Chimano,18€,"12,5€",,,
7894,En fourrière,En fourrière [7894],http://www.festivaloffavignon.com/spectacles/7894-en-fourrire,https://www.festivaloffavignon.com/data/spectacles/7894-7VheDaEZTisHqKPt8KTm-catalogue.jpg,12:00:00,13:00:00,1:00:00,INCONGRU (L'),L’Incongru,Tout public,,Théâtre contemporain,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,13€,9€,,,
7216,Fatéma Mernissi / Harems,Fatéma Mernissi / Harems [7216],http://www.festivaloffavignon.com/spectacles/7216-fatma-mernissi-harems,https://www.festivaloffavignon.com/data/spectacles/7216-vADdH7t06cUH8B9JaxAP-catalogue.jpg,15:30:00,16:40:00,1:10:00,TRANSVERSAL (THÉÂTRE),Salle 1,Tout public à partir de 11 ans,Mercredi,Théâtre citoyen,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,https://gorara.org,https://www.instagram.com/gorara_arts_cultures/,https://web.facebook.com/assogorara,23€,12€,,,
7124,Le petit prince,Le petit prince [7124],http://www.festivaloffavignon.com/spectacles/7124-le-petit-prince,https://www.festivaloffavignon.com/data/spectacles/7124-9rFDYAPNcPMQp3bhM5UM-catalogue.jpg,09:50:00,10:35:00,0:45:00,COLLÈGE DE LA SALLE (THÉÂTRE DU),Salle 80,Jeune public à partir de 4 ans,Jeudi,Théâtre contemporain,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,,,,14€,6€,8€,,
6354,Maskharaboz - clown show,Maskharaboz - clown show [6354],http://www.festivaloffavignon.com/spectacles/6354-maskharaboz-clown-show,https://www.festivaloffavignon.com/data/spectacles/6354-wBmOKlbDpB73wDKve7LR-catalogue.jpg,10:10:00,10:55:00,0:45:00,ATYPIK THÉÂTRE,Salle 2,Jeune public à partir de 6 ans,Mardi,Clown,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,https://www.iva-company.com/les-journees-du-kazakhstan/,https://www.instagram.com/iva_compagny?igsh=YmpoOWh5NHN4bnFl&utm_source=qr,,15€,10€,10€,10€,
5494,Refuge,Refuge [5494],http://www.festivaloffavignon.com/spectacles/5494-refuge,https://www.festivaloffavignon.com/data/spectacles/5494-Qyfjk0X390wshdzgDIb9-catalogue.png,22:10:00,23:25:00,1:15:00,"ALYA, L'ESPACE",Salle B,Adulte uniquement à partir de 14 ans,Mercredi,Théâtre contemporain,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,https://www.compagnieartisanale.fr/,https://www.instagram.com/la_compagnie_artisanale/,https://www.facebook.com/CieArti/,16€,11€,,,
5760,J'aimerais arrêtée,J'aimerais arrêtée [5760],http://www.festivaloffavignon.com/spectacles/5760-j-aimerais-arrte,https://www.festivaloffavignon.com/data/spectacles/5760-B702U8huF3IRJcnmT42l-catalogue.jpg,16:15:00,17:20:00,1:05:00,LUNA (LA) / LUNA THÉÂTRES,Salle 3,Tout public à partir de 13 ans,Mardi,Théâtre,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,,,,22€,15€,,15€,
7724,Nicolas Fraissinet,Nicolas Fraissinet [7724],http://www.festivaloffavignon.com/spectacles/7724-nicolas-fraissinet,https://www.festivaloffavignon.com/data/spectacles/7724-AHFHC5oaicPmjjqC0Kiw-catalogue.png,17:40:00,18:40:00,1:00:00,ARRACHE-CŒUR (THÉÂTRE DE L'),Salle Barbara Weldens,Tout public à partir de 10 ans,Mercredi,Chanson,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,,,,17€,12€,12€,,
6401,Le gai mariage,Le gai mariage [6401],http://www.festivaloffavignon.com/spectacles/6401-le-gai-mariage,https://www.festivaloffavignon.com/data/spectacles/6401-eF3cjdTpCPsykfwFNYx5-catalogue.jpg,18:15:00,19:40:00,1:25:00,BARRETTA (THÉÂTRE),BLANCHE,Tout public à partir de 10 ans,,Théâtre contemporain,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,https://www.lesarthurs-theatre.com,https://www.instagram.com/cielesarthurs/,https://www.facebook.com/CieLesArthurs,23€,16€,,,
6879,Le ciel appelle à voler,Le ciel appelle à voler [6879],http://www.festivaloffavignon.com/spectacles/6879-le-ciel-appelle-voler,https://www.festivaloffavignon.com/data/spectacles/6879-BXZ1FbbPQZwCPFEIytFT-catalogue.JPG,21:40:00,22:50:00,1:10:00,ATYPIK THÉÂTRE,Salle 2,Tout public,,Théâtre contemporain,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,https://www.szegedipinceszinhaz.hu,,,15€,"10,5€",,"10,5€",
7605,Off,Off [7605],http://www.festivaloffavignon.com/spectacles/7605-off,https://www.festivaloffavignon.com/data/spectacles/7605-zvVrw6Ar3Vcor3mLMGsO-catalogue.png,19:50:00,21:10:00,1:20:00,BUFFON (LE) / LUNA THÉÂTRES,BUFFON,Tout public à partir de 11 ans,Jeudi,Théâtre contemporain,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,http://www.la-baguette.net,https://www.instagram.com/Off_lapiece,,23€,16€,,15€,
7891,"L'Etranger ""Réminiscences","L'Etranger ""Réminiscences [7891]",http://www.festivaloffavignon.com/spectacles/7891-l-etranger-rminiscences,https://www.festivaloffavignon.com/data/spectacles/7891-yG3bHM3UIIoSO7qob02O-catalogue.jpg,16:00:00,17:10:00,1:10:00,ROTONDE (THÉÂTRE DE LA),Pierre Semard,Tout public à partir de 15 ans,Lundi,Seul·e en scène,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,http://labelmanivelle.com/fr/groupes/letranger,,,15€,5€,5€,,
6389,Dyspraxie,Dyspraxie [6389],http://www.festivaloffavignon.com/spectacles/6389-dyspraxie,https://www.festivaloffavignon.com/data/spectacles/6389-FNtyVLfN8XiNShDrVsdH-catalogue.jpg,16:30:00,17:30:00,1:00:00,ADRESSE (L'),ADRESSE (L'),Tout public à partir de 8 ans,,Théâtre contemporain,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,,https://www.facebook.com/61565447266350,20€,8€,8€,8€,
7786,Le grand voyage,Le grand voyage [7786],http://www.festivaloffavignon.com/spectacles/7786-le-grand-voyage,https://www.festivaloffavignon.com/data/spectacles/7786-T96RdazgURIu41uF1hPg-catalogue.png,09:45:00,10:10:00,0:25:00,NOTRE-DAME (THEATRE DE),Salle Noire,Jeune public de 1 à 7 ans,Mardi,Arts de la marionnette,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,https://www.theatrelamanivelle.com,,,10€,7€,6€,,
6512,Les Jeux,Les Jeux [6512],http://www.festivaloffavignon.com/spectacles/6512-les-jeux,https://www.festivaloffavignon.com/data/spectacles/6512-NyDsCiFqIG1sgbXg8ylA-catalogue.png,18:10:00,19:10:00,1:00:00,BARRIQUES (THÉÂTRE DES),Salle Bleue,Tout public à partir de 10 ans,Mardi,Théâtre contemporain,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,,https://www.instagram.com/adrienmadinier/,,19€,13€,8€,,
6376,Bel-Ami,Bel-Ami [6376],http://www.festivaloffavignon.com/spectacles/6376-bel-ami,https://www.festivaloffavignon.com/data/spectacles/6376-5VEz9NmOXGkGk84AvIYn-catalogue.jpg,10:00:00,11:45:00,1:45:00,FACTORY (LA) - 2-Espace Roseau Teinturiers,Salle 1,Tout public à partir de 10 ans,Mardi,Théâtre,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,https://www.compagnie-dlf.com,https://www.instagram.com/dlf_dieliebendefamilie/,https://www.facebook.com/dieliebendefamilie,24€,17€,12€,17€,
5670,Malik Fares Dans En Famille,Malik Fares Dans En Famille [5670],http://www.festivaloffavignon.com/spectacles/5670-malik-fares-dans-en-famille,https://www.festivaloffavignon.com/data/spectacles/5670-XZyLxd1X3Mo7OaPXxeJR-catalogue.png,22:10:00,23:10:00,1:00:00,MARELLE DES TEINTURIERS,Salle des Bonnetières,Tout public à partir de 10 ans,Mardi,Stand-up,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,,https://www.instagram.com/malik_faresofficiel/?hl=fr,https://www.facebook.com/MalikFaresoff/?locale=fr_FR,19€,"13,5€","13,5€",13€,
6275,Les petites variations,Les petites variations [6275],http://www.festivaloffavignon.com/spectacles/6275-les-petites-variations,https://www.festivaloffavignon.com/data/spectacles/6275-HYh96A18eGPeVYictELr-catalogue.jpg,09:50:00,10:20:00,0:30:00,"LE TOTEM - ART, ENFANCE, JEUNESSE",Rouge Cerise,Jeune public à partir de 4 ans,Dimanche,Cirque,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,https://www.selectionsuisse.ch,https://www.instagram.com/selectionsuisse?igsh=dnBtNDY0ajF5bnBp,https://www.facebook.com/share/1A3kA3irJx/?mibextid=wwXIfr,10€,7€,7€,7€,
5490,Monsieur Motobécane,Monsieur Motobécane [5490],http://www.festivaloffavignon.com/spectacles/5490-monsieur-motobcane,https://www.festivaloffavignon.com/data/spectacles/5490-bDAREcDODEzNmyMjVo0V-catalogue.jpg,11:50:00,13:05:00,1:15:00,ESSAÏON-AVIGNON (THÉÂTRE),Essaion-Avignon,Tout public à partir de 13 ans,Jeudi,Seul·e en scène,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,http://compagnie-macartan.fr,https://www.instagram.com/bernardcrombey/,https://www.facebook.com/bernardcrombey,23€,13€,13€,13€,
6375,Chemin des Métaphores,Chemin des Métaphores [6375],http://www.festivaloffavignon.com/spectacles/6375-chemin-des-mtaphores,https://www.festivaloffavignon.com/data/spectacles/6375-0UZcm1iMGQdb8RXSfy3t-catalogue.jpg,11:40:00,12:25:00,0:45:00,"LE TOTEM - ART, ENFANCE, JEUNESSE",Jaune Citron,Jeune public de 5 à 12 ans,Dimanche,Marionnette-objet,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,False,False,https://singediesel.org/,,https://www.facebook.com/CompagnieSingeDiesel/?locale=fr_FR,10€,6€,7€,7€,
7453,Musical conversation with a bot,Musical conversation with a bot [7453],http://www.festivaloffavignon.com/spectacles/7453-musical-conversation-with-a-bot,https://www.festivaloffavignon.com/data/spectacles/7453-d8GntXvEwBkXN184ahSW-catalogue.jpg,11:00:00,11:50:00,0:50:00,INTERFÉRENCES (FESTIVAL),Collection Lambert - auditorium,Tout public à partir de 7 ans,,Spectacle musical,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,https://www.cbarre.fr,https://www.instagram.com/ensemblecbarre/,https://www.facebook.com/ensemblecbarre/,20€,10€,10€,14€,
6435,Girandoles,Girandoles [6435],http://www.festivaloffavignon.com/spectacles/6435-girandoles,https://www.festivaloffavignon.com/data/spectacles/6435-CAQWj70gRENmyOLl8oxu-catalogue.jpg,10:15:00,10:45:00,0:30:00,Bibliothèque Ceccano,Bibliothèque Ceccano,Jeune public de 0 à 14 ans,,Théâtre d'objet,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,https://www.compagnielechardonneret.fr,https://www.instagram.com/compagnielechardonneret/,https://www.facebook.com/profile.php?id=100086510070359,,,,,
6588,Seul en scène comme dans la vie,Seul en scène comme dans la vie [6588],http://www.festivaloffavignon.com/spectacles/6588-seul-en-scne-comme-dans-la-vie,https://www.festivaloffavignon.com/data/spectacles/6588-GNhhXpIgsYo8tpXPXUR0-catalogue.png,18:30:00,19:30:00,1:00:00,NOTRE-DAME (THEATRE DE),Salle Noire,Tout public à partir de 12 ans,Mardi,Seul·e en scène,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,https://www.edgarkosma.com,https://www.instagram.com/edgarkosma,https://www.facebook.com/edgarkosma,22€,10€,10€,,
6210,La Grande Sophie,La Grande Sophie [6210],http://www.festivaloffavignon.com/spectacles/6210-la-grande-sophie,https://www.festivaloffavignon.com/data/spectacles/6210-9iXSDHjx14bYErR9HVL6-catalogue.jpg,20:00:00,21:30:00,1:30:00,SCALA PROVENCE (LA),Scala 600,Tout public à partir de 10 ans,,Spectacle musical,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,https://3ctour.com/,https://www.instagram.com/3c_tour/,https://www.facebook.com/3Cbooking,33€,21€,,21€,
7664,Plateaux ouverts aux auteurs.trices et aux artistes,Plateaux ouverts aux auteurs.trices et aux artistes [7664],http://www.festivaloffavignon.com/spectacles/7664-plateaux-ouverts-aux-auteurs-trices-et-aux-artistes,https://www.festivaloffavignon.com/data/spectacles/7664-WKeBNXCtlkrAj1yHMdoF-catalogue.jpg,13:45:00,14:45:00,1:00:00,"ALYA, L'ESPACE",Salle C,Tout public à partir de 12 ans,Mercredi,Lecture,False,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,https://www.compagniecourteechelle.com,,https://www.facebook.com/Compagniedelacourteechelle,,,,,
5960,Mémoire de fille,Mémoire de fille [5960],http://www.festivaloffavignon.com/spectacles/5960-mmoire-de-fille,https://www.festivaloffavignon.com/data/spectacles/5960-pEvknfDE3xPUdW1a7T0I-catalogue.jpg,13:00:00,14:10:00,1:10:00,PRÉSENCE PASTEUR,L'Annexe,Tout public à partir de 14 ans,Mardi,Théâtre contemporain,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,https://www.ciepiedsdansleau.org,https://instagram.com/cie_theatre_lespiedsdansleau,https://www.facebook.com/theatre.lespiedsdansleau,19€,10€,,13€,
7329,La déclaration d'amour de Louis Hee à John,La déclaration d'amour de Louis Hee à John [7329],http://www.festivaloffavignon.com/spectacles/7329-la-dclaration-d-amour-de-louis-hee-john,https://www.festivaloffavignon.com/data/spectacles/7329-G5E3Y1vu1cswGIyQdSj5-catalogue.jpeg,18:15:00,19:00:00,0:45:00,TRAIN BLEU (THÉÂTRE DU),"Jardin de l'ancien Carmel / rdv sur place, rue de l'observance",Tout public à partir de 15 ans,,Théâtre contemporain,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,https://www.nicolasbarry.com,https://www.instagram.com/facture_nicolasbarry/,,20€,14€,,,
7271,Contes Layla Darwiche - Fwad Darwich,Contes Layla Darwiche - Fwad Darwich [7271],http://www.festivaloffavignon.com/spectacles/7271-contes-layla-darwiche-fwad-darwich,https://www.festivaloffavignon.com/data/spectacles/7271-WmZO1cjq39D193QrXOGY-catalogue.jpg,14:30:00,15:30:00,1:00:00,ARTÉPHILE,Salle 2,Jeune public à partir de 6 ans,,Cycle d'événements,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,https://www.artephile.com,https://www.instagram.com/artephileavignon/?hl=fr,https://www.facebook.com/artephileavignon/?locale=fr_FR,21€,14€,8€,,
7289,Cabaret Maïakovsky,Cabaret Maïakovsky [7289],http://www.festivaloffavignon.com/spectacles/7289-cabaret-maakovsky,https://www.festivaloffavignon.com/data/spectacles/7289-pnal0acTW2CJiVWqqsEb-catalogue.jpg,22:45:00,00:05:00,1:20:00,ATYPIK THÉÂTRE,Salle 1,Tout public à partir de 14 ans,Mardi,Cabaret,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,https://www.iva-company.com/les-journees-du-kazakhstan/,https://www.instagram.com/iva_compagny?igsh=YmpoOWh5NHN4bnFl&utm_source=qr,,19€,11€,6€,11€,
5654,#Daron,#Daron [5654],http://www.festivaloffavignon.com/spectacles/5654-daron,https://www.festivaloffavignon.com/data/spectacles/5654-faUfdOwb9zytCoXzBeph-catalogue.jpg,16:00:00,17:05:00,1:05:00,CARNOT (THÉÂTRE),CARNOT,Tout public à partir de 6 ans,Mardi,Humour,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,https://youtu.be/nP_dU8bwyI8,https://www.instagram.com/basclo_humoriste/reels/?hl=fr,https://www.facebook.com/christophe.basclo,18€,"12,5€",,,
7157,"Michaël Hirsch ""Y'a de la joie !","Michaël Hirsch ""Y'a de la joie ! [7157]",http://www.festivaloffavignon.com/spectacles/7157-michal-hirsch-y-a-de-la-joie,https://www.festivaloffavignon.com/data/spectacles/7157-pPs29V5gFqwubQXTz1Uc-catalogue.jpg,11:50:00,13:10:00,1:20:00,LUCIOLES (THÉÂTRE DES),Salle Fleuve,Tout public à partir de 10 ans,Mercredi,Seul·e en scène,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,https://www.kimaimemesuive.fr,https://www.instagram.com/kmms_75/,https://www.facebook.com/KiMaimeMeSuiveOfficiel/,22€,15€,12€,15€,
6184,Cache Cache,Cache Cache [6184],http://www.festivaloffavignon.com/spectacles/6184-cache-cache,https://www.festivaloffavignon.com/data/spectacles/6184-d21wb0Czrwyu6SCDj77c-catalogue.jpg,19:05:00,20:15:00,1:10:00,PETIT CHIEN (THÉÂTRE LE),Petit Chien,Tout public à partir de 12 ans,Mardi,Seul·e en scène,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,https://www.artisticscenic.com,,,23€,16€,,,
7094,La Fontaine l'intemporel,La Fontaine l'intemporel [7094],http://www.festivaloffavignon.com/spectacles/7094-la-fontaine-l-intemporel,https://www.festivaloffavignon.com/data/spectacles/7094-nZCdDj8yoeNxzZC79lp6-catalogue.png,19:00:00,20:15:00,1:15:00,VIEUX SAGE (THÉÂTRE LE),Salle 1,Tout public à partir de 8 ans,Lundi,Théâtre classique,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,,https://www.instagram.com/valentingiard/,https://www.facebook.com/profile.php?id=100052240905059,20€,12€,8€,12€,
6576,Stellar,Stellar [6576],http://www.festivaloffavignon.com/spectacles/6576-stellar,https://www.festivaloffavignon.com/data/spectacles/6576-as163zmUr5COMd1kukrj-catalogue.jpg,21:00:00,22:15:00,1:15:00,TREMPLIN,Salle Molière,Tout public à partir de 12 ans,Lundi,Théâtre contemporain,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,,https://www.instagram.com/cie_loeuf_ou_lhumain?igsh=MWIxZmVpZHhmNGVnNw==,,18€,12€,,,
6729,Ambre La Rouge et l'île Mystérieuse,Ambre La Rouge et l'île Mystérieuse [6729],http://www.festivaloffavignon.com/spectacles/6729-ambre-la-rouge-et-l-le-mystrieuse,https://www.festivaloffavignon.com/data/spectacles/6729-zgVnF2eNtoF7GsmLqKzQ-catalogue.jpg,14:30:00,15:17:00,0:47:00,ALBATROS (THÉÂTRE),Salle côté Rue,Jeune public à partir de 4 ans,Vendredi,Théâtre citoyen,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,https://www.cadral.eu,,,13€,9€,9€,9€,
7223,Macéra,Macéra [7223],http://www.festivaloffavignon.com/spectacles/7223-macra,https://www.festivaloffavignon.com/data/spectacles/7223-5Tv3rbiXoU1PDvoJuiEB-catalogue.jpg,17:15:00,18:15:00,1:00:00,"ALYA, L'ESPACE",Salle A,Tout public à partir de 6 ans,Mercredi,Danse contemporaine,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,https://www.compagnie-pyramid.com/,https://www.instagram.com/compagniepyramid?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,https://www.facebook.com/ciepyramid,18€,9€,9€,,
6044,Le Piaf Noir,Le Piaf Noir [6044],http://www.festivaloffavignon.com/spectacles/6044-le-piaf-noir,https://www.festivaloffavignon.com/data/spectacles/6044-Ios77ivvU7PLh2muxGYs-catalogue.png,15:05:00,16:35:00,1:30:00,ROUGE GORGE,Salle 1,Tout public à partir de 8 ans,Mardi,Théâtre musical,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,https://lepiafnoir.com,https://www.instagram.com/le.piaf.noir/,https://www.facebook.com/profile.php?id=61567349374276,22€,14€,12€,15€,
5814,fffff,fffff [5814],http://www.festivaloffavignon.com/spectacles/5814-fffff,https://www.festivaloffavignon.com/data/spectacles/5814-a5Mq44GNPcxQus28Ydca-catalogue.jpg,17:15:00,17:50:00,0:35:00,COUR DU SPECTATEUR (LA),Salle Jean ZAY,Jeune public de 6 à 14 ans,Lundi,Marionnette-objet,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,https://lamecaniquedufluide.com/,,https://www.facebook.com/profile.php?id=100047065166520,10€,7€,6€,7€,
6586,Camera Obscura,Camera Obscura [6586],http://www.festivaloffavignon.com/spectacles/6586-camera-obscura,https://www.festivaloffavignon.com/data/spectacles/6586-9lproxt2rZ5OI6EsF9y7-catalogue.jpg,17:00:00,17:30:00,0:30:00,VILLENEUVE EN SCÈNE (FESTIVAL),PLAINE DE L'ABBAYE,Jeune public à partir de 8 ans,Lundi,Théâtre d'objet,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,https://cienokill.fr,https://www.instagram.com/collectif.pronto/,https://www.facebook.com/collectif.pronto/,12€,8€,7€,10€,
6063,Brasser de l'air et s'envoler,Brasser de l'air et s'envoler [6063],http://www.festivaloffavignon.com/spectacles/6063-brasser-de-l-air-et-s-envoler,https://www.festivaloffavignon.com/data/spectacles/6063-sdstBEhdx1YH4AitaRdB-catalogue.jpg,10:05:00,11:20:00,1:15:00,SCALA PROVENCE (LA),Scala 100,Tout public à partir de 12 ans,Lundi,Seul·e en scène,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,https://www.lascala-provence.com,https://www.instagram.com/la.scala.provence/,https://www.facebook.com/lascalaprovence1,23€,12€,10€,12€,
6779,Folkestone,Folkestone [6779],http://www.festivaloffavignon.com/spectacles/6779-folkestone,https://www.festivaloffavignon.com/data/spectacles/6779-VeiKmBd6LO6wUnoOqQsB-catalogue.jpg,12:00:00,12:45:00,0:45:00,COUR DU SPECTATEUR (LA),Espace Rosa PARKS,Jeune public à partir de 8 ans,Lundi,Théâtre contemporain,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,https://www.ring-theatre.net/,https://www.instagram.com/ring.theatre/,https://www.facebook.com/ringtheatre/,10€,7€,6€,7€,
6241,Polar Polar,Polar Polar [6241],http://www.festivaloffavignon.com/spectacles/6241-polar-polar,https://www.festivaloffavignon.com/data/spectacles/6241-e6ho0rUTYQMWsATUKudo-catalogue.png,17:10:00,18:20:00,1:10:00,ROUGE GORGE,Salle 1,Tout public à partir de 7 ans,Mardi,Humour,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,https://www.esprods.fr,https://www.instagram.com/ensceneproductions/,https://www.facebook.com/EnSceneProductions?locale=fr_FR,22€,15€,12€,15€,
7542,Magie 100% illégale,Magie 100% illégale [7542],http://www.festivaloffavignon.com/spectacles/7542-magie-100-illgale,https://www.festivaloffavignon.com/data/spectacles/7542-BBIIEZ0DNX6C6cnY6oMg-catalogue.jpeg,19:00:00,20:00:00,1:00:00,COMÉDIE SAINT ROCH,Salle 1,Tout public à partir de 10 ans,,Magie,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,,,,19€,"13,5€","13,5€",,
6706,Drache nationale,Drache nationale [6706],http://www.festivaloffavignon.com/spectacles/6706-drache-nationale,https://www.festivaloffavignon.com/data/spectacles/6706-FLhPeKUBdhuySBaiq52f-catalogue.jpg,15:00:00,15:55:00,0:55:00,DOMS (THÉÂTRE DES),au jardin,Tout public à partir de 8 ans,Mercredi,Jonglerie,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,https://www.anoraks.be,https://www.instagram.com/cie_anoraks/,https://www.facebook.com/cieanoraks,21€,14€,10€,,
6287,A Merchant of Venice for 2025  / Un Marchand de Venise pour 2025,A Merchant of Venice for 2025  / Un Marchand de Venise pour 2025 [6287],http://www.festivaloffavignon.com/spectacles/6287-a-merchant-of-venice-for-2025-un-marchand-de-venise-pour-2025,https://www.festivaloffavignon.com/data/spectacles/6287-1fSZePAGLjyMC7W8l1bc-catalogue.jpg,11:00:00,12:00:00,1:00:00,GARAGE INTERNATIONAL (THE),Nicolas,Tout public,,Théâtre,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,https://www.stringsattached.ch,,,18€,10€,,,
7246,#Balance ton Olympe,#Balance ton Olympe [7246],http://www.festivaloffavignon.com/spectacles/7246-balance-ton-olympe,https://www.festivaloffavignon.com/data/spectacles/7246-1dHJe468En6hYN7dNJWO-catalogue.jpg,17:15:00,18:30:00,1:15:00,ÉPISCÈNE (THÉÂTRE),Théâtre Episcène,Tout public à partir de 10 ans,,Conférence-spectacle,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,http://www.lasonnette.be/,,https://www.facebook.com/La-Compagnie-de-la-Sonnette-137035783014233,20€,14€,10€,,
